job_id,title,employer,sector,source,salary_min,salary_max,location,zip,remote,posted_date,url
5404276007,Curriculum and Instruction Specialist,"ChanceLight Behavioral Health, Therapy, & Education",private,adzuna,78053.75,78053.75,"Morrisville, Lamoille County",05843,False,2025-09-17T20:26:26Z,https://www.adzuna.com/land/ad/5404276007?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=0897E3124A7E94F9F5591AB26A782083C18DC4FD
5547817786,Housekeeping Supervisor,AWOL Stowe,private,adzuna,82061.77,82061.77,"Stowe, Lamoille County",05843,False,2025-12-18T16:34:07Z,https://www.adzuna.com/details/5547817786?utm_medium=api&utm_source=516145e7
5322438983,Travel L&D,NoorStaffingNursing,private,adzuna,83387.69,83387.69,"Morrisville, Lamoille County",05843,False,2025-07-25T17:52:14Z,https://www.adzuna.com/details/5322438983?utm_medium=api&utm_source=516145e7
4982330467,"RN, Operating Room",Bretton Trova,private,adzuna,72800,106080,"Lancaster, Coos County",05843,False,2024-12-18T13:34:01Z,https://www.adzuna.com/details/4982330467?utm_medium=api&utm_source=516145e7
5499965815,Per Diem Veterinary Technician,Ethos Veterinary Health,private,adzuna,46143.5,46143.5,"Williston, Chittenden County",05843,False,2025-11-17T00:27:43Z,https://www.adzuna.com/details/5499965815?utm_medium=api&utm_source=516145e7
5545865527,Financial Service Representative,SeaComm Federal Credit Union,private,adzuna,37440,41600,"Pinewood, Chittenden County",05843,False,2025-12-17T13:54:11Z,https://www.adzuna.com/details/5545865527?utm_medium=api&utm_source=516145e7
5562517964,Retail Merchandiser (Next-Day Pay),Spar Group,private,adzuna,40541.16,40541.16,"Enosburg Falls, Franklin County",05843,False,2026-01-01T06:03:36Z,https://www.adzuna.com/land/ad/5562517964?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=31F3EF5E9D7F9F6495DE3D741E8221272C338B29
5404276001,Curriculum and Instruction Specialist,"ChanceLight Behavioral Health, Therapy, & Education",private,adzuna,55721.19,55721.19,"Underhill Center, Chittenden County",05843,False,2025-09-17T20:26:25Z,https://www.adzuna.com/land/ad/5404276001?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=57549E276F4B7640E29ED81F7014A0A575F9AC9C
5531809841,Engineering & Estimating Manager,New England Air Systems,private,adzuna,107422.73,107422.73,"Williston, Chittenden County",05843,False,2025-12-06T17:50:54Z,https://www.adzuna.com/details/5531809841?utm_medium=api&utm_source=516145e7
4984904941,"Director, Electrical Engineering",OnLogic,private,adzuna,180000,210000,"South Burlington, Chittenden County",05843,False,2024-12-20T17:40:35Z,https://www.adzuna.com/details/4984904941?utm_medium=api&utm_source=516145e7
5569804828,LPN|LPN,Geaux Care Staffing,private,adzuna,117450.45,117450.45,"Indian Point, Orleans County",05843,False,2026-01-06T09:58:36Z,https://www.adzuna.com/details/5569804828?utm_medium=api&utm_source=516145e7
5514235701,Mortgage Field Services Inspector,FAR Inspections,private,adzuna,57470.07,57470.07,"Newark, Caledonia County",05843,False,2025-11-25T23:42:45Z,https://www.adzuna.com/details/5514235701?utm_medium=api&utm_source=516145e7
5410886193,RV Service Technician,Pete's RV Center,private,adzuna,25,25,"Queen Park, Chittenden County",05843,False,2025-09-22T14:52:10Z,https://www.adzuna.com/details/5410886193?utm_medium=api&utm_source=516145e7
5322520142,Travel Med Surg RN,NoorStaffingNursing,private,adzuna,78659.48,78659.48,"Morrisville, Lamoille County",05843,False,2025-07-25T18:56:20Z,https://www.adzuna.com/details/5322520142?utm_medium=api&utm_source=516145e7
5482670092,Event Marketing Internship - Spring 2026,"Fuse, LLC",private,adzuna,42841.81,42841.81,"Burlington, Chittenden County",05843,False,2025-11-05T14:41:52Z,https://www.adzuna.com/details/5482670092?utm_medium=api&utm_source=516145e7
5562518038,Retail Store Stocking Associate,Spar Group,private,adzuna,67297.06,67297.06,"Montpelier, Washington County",05843,False,2026-01-01T06:03:37Z,https://www.adzuna.com/land/ad/5562518038?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=DA491ED204D8A53A1250D713FC10CF43F651E3A4
5562517920,Retail Merchandiser (Next-Day Pay),Spar Group,private,adzuna,51114.5,51114.5,"Lancaster, Coos County",05843,False,2026-01-01T06:03:36Z,https://www.adzuna.com/land/ad/5562517920?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=5D69298948055248621C4F9D61F95D8EC586A6AA
5557123733,Tax Senior needed!,Gpac,private,adzuna,98763.52,98763.52,"Winooski, Chittenden County",05843,False,2025-12-27T00:57:17Z,https://www.adzuna.com/details/5557123733?utm_medium=api&utm_source=516145e7
5552758831,Behavior Intervention Specialist 1:1,"ChanceLight Behavioral Health, Therapy, & Education",private,adzuna,51988.91,51988.91,"Waterbury, Washington County",05843,False,2025-12-23T01:03:30Z,https://www.adzuna.com/land/ad/5552758831?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=61D1A13772B894B89C7B42378A2DC3A18F3146F6
5562517827,Retail Merchandiser (Next-Day Pay),Spar Group,private,adzuna,42026.8,42026.8,"Lincoln, Grafton County",05843,False,2026-01-01T06:03:35Z,https://www.adzuna.com/land/ad/5562517827?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=2C9B92D22F35B3929ACC29FAD0F682105C3F81C6
5396311406,Licensed Nursing Assistant,Bravo Recruiting Solutions Corp,private,adzuna,42162.21,42162.21,"Albany, Orleans County",05843,False,2025-09-12T16:49:06Z,https://www.adzuna.com/details/5396311406?utm_medium=api&utm_source=516145e7
5428707150,"Houseparents - Relocation to Hershey, PA Required",Milton Hershey School,private,adzuna,66936.06,66936.06,"Pinewood, Chittenden County",05843,False,2025-10-03T01:17:37Z,https://www.adzuna.com/land/ad/5428707150?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=97124B9C8A2DF5B5CE678DBFF7E1C26612F84B65
5427240992,Retail Merchandiser Team Lead,SAS Retail Services,private,adzuna,40782.67,40782.67,"Waterbury, Washington County",05843,False,2025-10-02T13:11:48Z,https://www.adzuna.com/land/ad/5427240992?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=5F029FBF400F3549EEFB2DBF7C92678E75C3A7DF
4787164368,Satellite Tech for Starlink Installation Pros,WebProps.org,private,adzuna,30000,70000,"Pinewood, Chittenden County",05843,False,2024-07-19T13:52:13Z,https://www.adzuna.com/details/4787164368?utm_medium=api&utm_source=516145e7
5428708149,"House Parents - Relocation to Hershey, PA Required",Milton Hershey School,private,adzuna,65507.01,65507.01,"Pinewood, Chittenden County",05843,False,2025-10-03T01:17:55Z,https://www.adzuna.com/land/ad/5428708149?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=724910BD836F15D4845EB539C266DE4B0A84AB50
5427241002,Retail Merchandiser,SAS Retail Services,private,adzuna,36258.82,36258.82,"Waterbury, Washington County",05843,False,2025-10-02T13:11:48Z,https://www.adzuna.com/land/ad/5427241002?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=993ACFE54E68F4A781E191EC33F619C7ED5A73CA
5421713954,Retail Stocking/Shelving Merchandiser,SAS Retail Services,private,adzuna,36087.16,36087.16,"Thetford, Orange County",05843,False,2025-09-30T04:58:25Z,https://www.adzuna.com/land/ad/5421713954?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=EF425EAB9F04447A4B9502FCC164C07740B9F956
5491830462,DISHWASHERS | SODEXO LIVE @ Smugglers Notch Resort,Sodexo Live! ,private,adzuna,33280,39520,"Jeffersonville, Lamoille County",05843,False,2025-11-12T07:07:47Z,https://www.adzuna.com/details/5491830462?utm_medium=api&utm_source=516145e7
5562518073,Entry Level Retail Merchandiser (Create Your Own Schedule),Spar Group,private,adzuna,41547.59,41547.59,"Bradford, Orange County",05843,False,2026-01-01T06:03:37Z,https://www.adzuna.com/land/ad/5562518073?se=bmO_aCPr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=A75C311D77108753F36B8A305327AE68BA4DEE17
5536490048,Mechanic,Vermont Electric Cooperative,private,adzuna,66393,111488,"East Johnson, Lamoille County",05843,False,2025-12-10T13:45:05Z,https://www.adzuna.com/details/5536490048?utm_medium=api&utm_source=516145e7
JDP-12800682-25-DJ,Program Analyst,Department of Homeland Security - Agency Wide,federal,usajobs,105383,195200,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-11T00:00:00.0000,https://www.usajobs.gov:443/job/845755400
JDP-12800707-25-DJ,Management and Program Analyst,Department of Homeland Security - Agency Wide,federal,usajobs,105383,195200,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-11T00:00:00.0000,https://www.usajobs.gov:443/job/845758100
JDP-12800977-25-DJ,Business Interface Representative,Department of Homeland Security - Agency Wide,federal,usajobs,105383,195200,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-12T00:00:00.0000,https://www.usajobs.gov:443/job/845811300
JDP-12806008-25-DJ,Program Analyst,Department of Homeland Security - Agency Wide,federal,usajobs,88621,195200,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-23T00:00:00.0000,https://www.usajobs.gov:443/job/846636800
12808934-ADJ-DHA-25,Homeland Defender (Immigration Services Officer),Citizenship and Immigration Services,federal,usajobs,50420,81198,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-30T00:00:00.0000,https://www.usajobs.gov:443/job/847039500
12808956-FODOFSCOS-DHA-25,Homeland Defender (Immigration Services Officer),Citizenship and Immigration Services,federal,usajobs,50420,81198,"Anywhere in the U.S. (remote job), United States",05843,,2025-09-30T00:00:00.0000,https://www.usajobs.gov:443/job/847041700
CBST-12813257-26-AB,Physician (Diagnostic Radiologist),Veterans Health Administration,federal,usajobs,350000,400000,"Anywhere in the U.S. (remote job), United States",05843,,2025-10-16T00:00:00.0000,https://www.usajobs.gov:443/job/848120000
CAZM-12829128-25-JG,Staff Physician (Radiologist) - Recruitment/Relocation Incentive/EDRP Authorized,Veterans Health Administration,federal,usajobs,355180,400000,"Anywhere in the U.S. (remote job), United States",05843,,2025-11-07T00:00:00.0000,https://www.usajobs.gov:443/job/849793100
CAZM-12856264-26-KLI,Physician (Psychiatry - Chief) EDRP Authorized,Veterans Health Administration,federal,usajobs,145000,320000,"Anywhere in the U.S. (remote job), United States",05843,,2025-12-17T00:00:00.0000,https://www.usajobs.gov:443/job/852884700
IJ-12859264-26-MS,Immigration Judge,Executive Office for Immigration Review,federal,usajobs,159951,207500,"Anywhere in the U.S. (remote job), United States",05843,,2025-12-30T17:33:50.3200,https://www.usajobs.gov:443/job/853385500
CBZY-12858899-26-MR,Management Analyst,Veterans Health Administration,federal,usajobs,74678,121371,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853451100
CBZY-12859051-26-LR,Supervisory Program Analyst,Veterans Health Administration,federal,usajobs,106437,172980,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853483000
CBSV-12854535-26-AT,Physician (Chief of Radiology/Imaging),Veterans Health Administration,federal,usajobs,275000,400000,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-02T17:27:37.7300,https://www.usajobs.gov:443/job/853506200
Summer 26 LOCI Remote,2026 Summer Library of Congress Intern (Remote),Library of Congress,federal,usajobs,17.78,19.24,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-05T08:27:43.2770,https://www.usajobs.gov:443/job/853522200
Summer 26 LOCI Remote,2026 Summer Library of Congress Intern (Remote),Library of Congress,federal,usajobs,17.78,19.24,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853565600
CBSX-12856298-26-AP,Medical Records Technician (Coder - Inpatient),Veterans Health Administration,federal,usajobs,36409,72644,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-06T10:46:15.1770,https://www.usajobs.gov:443/job/853642000
VAR003189,AI Operations Specialist,Library of Congress,federal,usajobs,143913,187093,"Anywhere in the U.S. (remote job), United States",05843,,2026-01-06T12:09:57.0630,https://www.usajobs.gov:443/job/853660100
PUBLICNOTICE-DEA-BA2025,PUBLIC NOTICE- DEA Criminal Investigators,Drug Enforcement Administration,federal,usajobs,48371,82108,"Ponce, Puerto Rico",05843,,2025-03-17T00:00:00.0000,https://www.usajobs.gov:443/job/833745400
JDP-12768825-25-JK,Contract Specialist,Department of Homeland Security - Agency Wide,federal,usajobs,101401,195200,"Camp Springs, Maryland",05843,,2025-07-23T00:00:00.0000,https://www.usajobs.gov:443/job/841410000
JDP-12796509-25-DJ,HSI Tip Line Analyst,Department of Homeland Security - Agency Wide,federal,usajobs,90431,156755,"Washington, District of Columbia",05843,,2025-09-08T00:00:00.0000,https://www.usajobs.gov:443/job/845265100
AGL-ERR-25-2101-96016,Technical Operations (AJW) Airway Transportation Systems Specialist Employee Requested Reassignment,Federal Aviation Administration,federal,usajobs,46366,146571,"Saint Croix, Virgin Islands",05843,,2025-09-29T00:00:00.0000,https://www.usajobs.gov:443/job/846713900
SAB-26-Q1-CI,Special Agent,U.S. Secret Service,federal,usajobs,48371,117034,"Anchorage, Alaska",05843,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847106700
FAA-FAA-26-PUB NOT-96466,Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,federal,usajobs,43727,165088,"Saint Thomas, Virgin Islands",05843,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375100
FAA-AHF-26-PUB NOT-96448,"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,federal,usajobs,68863,82154,"Belgium, Belgium",05843,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375300
FAA-ATO-26-PUBNOT-96438,Air Traffic Control Specialist (Direct Hire Enhanced CTI Program/E-CTI),Federal Aviation Administration,federal,usajobs,46560,175785,"Saint Thomas, Virgin Islands",05843,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847388600
CBTD-12810547-26-DML,Medical Instrument Technician (Polysomnography),Veterans Health Administration,federal,usajobs,36785,73401,"Burlington, Vermont",05843,,2025-10-08T00:00:00.0000,https://www.usajobs.gov:443/job/847754600
USBP-RA-12814658-CJH,Border Patrol Agent (Reemployed Annuitant),Customs and Border Protection,federal,usajobs,88621,115213,"Clallam County, Washington",05843,,2025-10-10T00:00:00.0000,https://www.usajobs.gov:443/job/847922600
USBP-RA-12814746-RLL,Supervisory Border Patrol Agent (Reemployed Annuitant),Customs and Border Protection,federal,usajobs,105383,137000,"Clallam County, Washington",05843,,2025-10-10T00:00:00.0000,https://www.usajobs.gov:443/job/847923300
CBTD-12813254-26-MJ,Medical Support Assistant (Advanced),Veterans Health Administration,federal,usajobs,49161,66193,"Keene, New Hampshire",05843,,2025-10-14T16:46:35.9470,https://www.usajobs.gov:443/job/848105200
CBTD-12813255-26-MJ,Medical Support Assistant (Advanced),Veterans Health Administration,federal,usajobs,49161,66193,"Keene, New Hampshire",05843,,2025-10-14T16:47:24.4400,https://www.usajobs.gov:443/job/848105300
CBTD-12836802-26-CC,Physician - Psychiatrist (Burlington),Veterans Health Administration,federal,usajobs,280000,300000,"Burlington, Vermont",05843,,2025-11-20T00:00:00.0000,https://www.usajobs.gov:443/job/850595600
VT-12845478-AR-25-34,RANGE OPERATIONS SPECIALIST,Army National Guard Units,federal,usajobs,62359,81065,"Jericho, Vermont",05843,,2025-12-04T11:29:32.7530,https://www.usajobs.gov:443/job/851585400
VT-12845524-AR-25-35,MATERIAL HANDLER SUPERVISOR,Army National Guard Units,federal,usajobs,32.77,38.24,"Colchester, Vermont",05843,,2025-12-05T11:58:13.6230,https://www.usajobs.gov:443/job/851726300
VT-12846250-AF-25-51,MANAGEMENT AND PROGRAM ANALYST (COOPERATIVE AGREEMENTS),Air National Guard Units,federal,usajobs,90431,117565,"Colchester, Vermont",05843,,2025-12-05T14:31:56.2930,https://www.usajobs.gov:443/job/851756200
VT-12846298-AF-25-52,MANAGEMENT AND PROGRAM ANALYST (COOPERATIVE AGREEMENTS),Air National Guard Units,federal,usajobs,90431,117565,"Colchester, Vermont",05843,,2025-12-05T14:28:32.5500,https://www.usajobs.gov:443/job/851757700
VT-12846586-AR-25-36,SUPPLY TECHNICIAN,Army National Guard Units,federal,usajobs,50980,66278,"Colchester, Vermont",05843,,2025-12-09T00:00:00.0000,https://www.usajobs.gov:443/job/851766100
VT-12849228-AF-25-53,COMPOSITE FABRICATOR,Air National Guard Units,federal,usajobs,25.3,38.85,"South Burlington, Vermont",05843,,2025-12-11T10:44:58.0700,https://www.usajobs.gov:443/job/852187300
AAC-FAA-26-PUB NOT-96467,Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Belgium, Belgium",05843,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852270000
AAC-FAA-26-PUB NOT-96468,Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,52998,172257,"Belgium, Belgium",05843,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852270300
AAC-FAA-26-PUB NOT-96672,Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Belgium, Belgium",05843,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852272900
AAC-FAA-26-PUB NOT-96673,Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,52998,172257,"Belgium, Belgium",05843,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852274600
VT-12850710-AR-25-43,AMMUNITION AND EXPLOSIVES HANDLER SUPERVISOR,Army National Guard Units,federal,usajobs,35.12,40.97,"Colchester, Vermont",05843,,2025-12-12T08:57:16.0370,https://www.usajobs.gov:443/job/852294000
VT-12849640-AR-25-42,TRAFFIC MANAGEMENT SPECIALIST,Army National Guard Units,federal,usajobs,75448,98078,"Colchester, Vermont",05843,,2025-12-12T09:18:09.2130,https://www.usajobs.gov:443/job/852298200
AAC-AFN-26-AMA230-96660,Aviation Safety Inspector  (GA Operations Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Tutuila Island, American Samoa",05843,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852480200
AAC-AFN-26-AMA250-96665,Aviation Safety Inspector  (Airworthiness Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Tutuila Island, American Samoa",05843,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852481700
VT-12848021-AR-25-38,SUPPORT SERVICES SUPERVISOR,Army National Guard Units,federal,usajobs,68671,89269,"Colchester, Vermont",05843,,2025-12-18T10:15:31.2900,https://www.usajobs.gov:443/job/852794400
VT-12847803-AR-25-37,SUPPORT SERVICES SUPERVISOR,Army National Guard Units,federal,usajobs,68671,89269,"Colchester, Vermont",05843,,2025-12-18T00:00:00.0000,https://www.usajobs.gov:443/job/852796600
CBTD-12847793-26-TCH,Nurse Practitioner - Home Based Primary Care (HBPC),Veterans Health Administration,federal,usajobs,120858,175206,"Littleton, New Hampshire",05843,,2025-12-29T07:53:07.7030,https://www.usajobs.gov:443/job/853215900
CBTD-12847991-26-TCH,RN Staff - Primary Care (Burlington VT),Veterans Health Administration,federal,usajobs,78510,136755,"Burlington, Vermont",05843,,2025-12-29T08:04:26.3200,https://www.usajobs.gov:443/job/853216500
BTV-26-12848404-I,Lead Transportation Security Officer,Transportation Security Administration,federal,usajobs,62359,81065,"Burlington, Vermont",05843,,2025-12-29T09:00:36.2770,https://www.usajobs.gov:443/job/853221500
ACT-FAA-26-PUB NOT-96787,"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,federal,usajobs,52998,172257,"Belgium, Belgium",05843,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853256200
CBPO DH 26-4,Customs and Border Protection Officer,Customs and Border Protection,federal,usajobs,40332,109952,"Saipan, Mariana Island, Northern Mariana Islands",05843,,2026-01-01T00:00:00.0000,https://www.usajobs.gov:443/job/853256800
ACT-FAA-26-PUB NOT-96795,"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,federal,usajobs,34454,162672,"Belgium, Belgium",05843,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853257300
CBPO DH GS9 26-4,Customs and Border Protection Officer,Customs and Border Protection,federal,usajobs,61111,124443,"Saipan, Mariana Island, Northern Mariana Islands",05843,,2026-01-01T00:00:00.0000,https://www.usajobs.gov:443/job/853257600
BPA DH 26-4,Border Patrol Agent,Customs and Border Protection,federal,usajobs,49739,89518,"Clallam County, Washington",05843,,2026-01-01T00:00:00.0000,https://www.usajobs.gov:443/job/853258100
BPA DH GL9/11 26-4,Border Patrol Agent,Customs and Border Protection,federal,usajobs,63148,120145,"Clallam County, Washington",05843,,2026-01-01T00:00:00.0000,https://www.usajobs.gov:443/job/853258300
AEA-AFS-26-CCD-96802,Supervisory Aviation Safety Inspector (Front Line Manager),Federal Aviation Administration,federal,usajobs,94544,146571,"Tutuila Island, American Samoa",05843,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853290600
F-NC-26-12840867-MP-NAH,INTELLIGENCE RESEARCH SPECIALIST,Drug Enforcement Administration,federal,usajobs,63163,98422,"Ponce, Puerto Rico",05843,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853434100
CA-2026-0042,Project Manager,Department of State - Agency Wide,federal,usajobs,107446,139684,"Tucson, Arizona",05843,,2025-12-31T14:14:41.6800,https://www.usajobs.gov:443/job/853443100
VT-12799007-AF-25-40,PUBLIC AFFAIRS SPECIALIST,Air National Guard Units,federal,usajobs,62359,81065,"South Burlington, Vermont",05843,,2026-01-02T00:00:00.0000,https://www.usajobs.gov:443/job/853476500
12857346-IOD-IMP-25,Management and Program Analyst,Citizenship and Immigration Services,federal,usajobs,90925,118204,"Tempe, Arizona",05843,,2026-01-05T10:13:40.6000,https://www.usajobs.gov:443/job/853533300
12860409 BTV FT-PT,Transportation Security Officer,Transportation Security Administration,federal,usajobs,54104,66706,"Burlington, Vermont",05843,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853568200
